| The Huawei Mate 40 Pro's performance is top-notch.                                       ,Product          ,Positive |
| I dropped my Sony Xperia 1 II and now the screen is cracked.                             ,"Product, Part    ",Negative |
| The speaker on the Google Pixel 4a is surprisingly loud.                                 ,Part             ,Positive |
| The Motorola Edge+ has a beautiful edge-to-edge display.                                 ,"Product, Part    ",Positive |
| The camera features on the Vivo X50 Pro+ are impressive.                                 ,"Product, Part    ",Positive |
| The battery life of the Xiaomi Redmi Note 9 is average at best.                          ,Part             ,Neutral  |
| My old Samsung Galaxy S8 still works well despite its age.                               ,Product          ,Positive |
| Just got my hands on the new Samsung Galaxy S21 Ultra! 📱🔥                              ,Product        ,Positive|
| Phone speed - amazing. Phone features - amazing. Phone design and colour - amazing.    ,"Product, Part  ",Positive|
| Memory on phone - amazing. Battery life and how quickly it charges - amazing.           ,Part           ,Positive|
"| Love the design, but the SPEAKER is terrible...😂😂🙈🙈                                  ",Part           ,Negative|
| This phone IS AWEEESOME FOR THE PRICE.                                                ,Neutral        ,Positive|
| Bought a Huawei p30 pro and found the camera terrific.                                ,"Product, Part  ",Positive|
| My friend plans to fix his old Huawei p20 phone.                                      ,Product        ,Neutral|
| Mic of that phone easily goes faulty.                                                  ,Part           ,Negative|
| Just got my hands on the new Samsung Galaxy S21 Ultra! 📱🔥                            ,Product        ,Positive|
| This phone IS AWEEESOME FOR THE PRICE. I got the peacock blue p30 lite for £180.        ,Product        ,Positive|
| The phone has great battery life. I can play games and it will genuinely last for a long time (ofc will vary from people and typea of games and apps they use).,Part,Positive|
| The fingerprint scanner is instant! Like no lag when using it.                         ,Part           ,Positive|
"| The face rec is decent too, I prefer the fingerprint but I use both and they both good.",Part           ,Positive|
"| The phone looks sexy as hell too. But its a fingerprint magnet, so buy a clear case in addition since UK models dont get cases.",Part,Positive|
| And oo charges really fast too.                                                       ,Part           ,Positive|
| I have always loved Huawei phones since getting my first one back in Spring 2017.    ,Product        ,Positive|
| I will try to hold out with Huawei for as long as possible (even if it means to continuously buy pre-May 2019 phones).,Product,Neutral|
"| Literally, what more can I say? I have had this phone for 6 months and it is still going strong. I am so happy with my purchase :)",Product,Positive|
| I have had this phone for 6 months and it is still going strong. I am so happy with my purchase :),Neutral,Positive|
"| I will try to hold out with Huawei for as long as possible (even if it means to continuously buy pre-May 2019 phones). Literally, what more can I say?",Product,Neutral|
| Just got my hands on the new Samsung Galaxy S21 Ultra! 📱🔥                                                          ,Product    ,Positive|
| Phone speed - amazing. Phone features - amazing. Phone design and colour - amazing. Memory on phone - amazing.    ,Product    ,Positive|
| Battery life and how quickly it charges - amazing. Fingerprint scanner - amazing. In fact amazing is just an understatement.,Part,Positive|
| I have always loved Huawei phones since getting my first one back in Spring 2017.                                     ,Product    ,Positive|
"| Literally, what more can I say? I have had this phone for 6 months and it is still going strong. I am so happy with my purchase :)","Product, Part",Positive|
"| Love the design, but the SPEAKER is terrible...😂😂🙈🙈                                                             ",Part       ,Negative|
| This phone IS AWEEESOME FOR THE PRICE. I got the peacock blue p30 lite for £180. The phone has great battery life.    ,Product    ,Positive|
| I can play games and it will genuinely last for a long time (ofc will vary from people and types of games and apps they use).,Neutral,Positive|
| The fingerprint scanner is instant! Like no lag when using it. The face rec is decent too.                            ,Part       ,Positive|
| I prefer the fingerprint but I use both and they both good. The phone looks sexy as hell too.                         ,Part       ,Positive|
"| But its a fingerprint magnet, so buy a clear case in addition since UK models don't get cases.                        ",Part       ,Neutral |
| And oo charges really fast too.                                                                                    ,Part       ,Positive|
| Mic of that phone  !  &……* @@@@ easily goes faulty.                                                                ,Part       ,Negative|
| Bought a Huawei p30 pro and found the camera terrific.                                                            ,"Product, Part",Positive|
| My friend plans to fix his old Huawei p20 phone.                                                                    ,Product    ,Neutral|
| Mic of that phone easily goes faulty.                                                                               ,Part       ,Negative|
| Bought a Samsung Galaxy Note 20 Ultra and the camera quality is top-notch.                                               ,"Product, Part  ",Positive|
| The screen of my old iPhone XS Max is cracked and needs replacement.                                                     ,"Product, Part  ",Negative|
| Just pre-ordered the new Google Pixel 5 and can't wait for it to arrive!                                                  ,Product        ,Positive|
| The battery life of my Xiaomi Redmi Note 9 Pro is surprisingly long-lasting.                                              ,Part           ,Positive|
| I dropped my Motorola Moto G7 and now the screen is completely shattered.                                                 ,"Product, Part  ",Negative|
| 📱 My OnePlus 8 Pro just arrived and I'm loving the display quality.                                                       ,"Product, Part  ",Positive|
| #Excited to test out the new iPhone 12 Pro Max with the improved camera features.                                          ,"Product, Part  ",Positive|
| Can't believe how fast the fingerprint scanner is on the Oppo Find X2 Pro.                                                ,Part           ,Positive|
"| The speaker of my LG V60 ThinQ 5G started crackling, need to get it checked.                                               ","Product, Part  ",Negative|
"| Samsung Galaxy A51 has great value for money, considering the features it offers.                                         ",Product        ,Positive|
| The front camera of my old Huawei Mate 20 Pro is not functioning properly.                                                ,"Product, Part  ",Negative|
| 📱 Just got my hands on the new Xiaomi Mi 10 and the design is stunning!                                                    ,"Product, Part  ",Positive|
"| My iPhone 11 Pro's battery drains quickly, considering an upgrade to a newer model.                                       ","Product, Part  ",Negative|
| Loving the new Google Pixel 4a for its compact size and smooth performance.                                               ,Product        ,Positive|
"| The back cover of my Sony Xperia 1 II cracked, need to find a replacement soon.                                            ","Product, Part  ",Negative|
| Can't stop taking photos with the amazing camera of the Huawei P40 Pro.                                                   ,"Product, Part  ",Positive|
"| The battery life of the OnePlus Nord N10 is disappointing, barely lasts half a day.                                       ","Product, Part  ",Negative|
| Excited to try out the gaming performance on the ASUS ROG Phone 3.                                                        ,Product        ,Positive|
"| The touch screen of my Google Pixel 3 XL is unresponsive at times, frustrating experience.                               ","Product, Part  ",Negative|
"| My new Realme X50 Pro 5G is super fast, loving the smooth user experience.                                               ","Product, Part  ",Positive|
| Just got my hands on the new Samsung Galaxy S21 Ultra! 📱🔥                                                                 ,Product    ,Positive|
"| Love the design, but the SPEAKER is terrible...😂😂🙈🙈                                                                      ",Part       ,Negative|
| This phone IS AWEEESOME FOR THE PRICE. I got the peacock blue p30 lite for £180.                                             ,Product    ,Positive|
| The phone has great battery life. I can play games and it will genuinely last for a long time.                               ,Part       ,Positive|
| The fingerprint scanner is instant! Like no lag when using it.                                                              ,Part       ,Positive|
"| The face rec is decent too, I prefer the fingerprint but I use both and they both good.                                      ",Part       ,Positive|
"| The phone looks sexy as hell too. But its a fingerprint magnet, so buy a clear case in addition.                              ",Part       ,Neutral |
| Charges really fast too.                                                                                                    ,Part       ,Positive|
| My friend plans to fix his old Huawei p20 phone.                                                                            ,Product    ,Neutral |
| Mic of that phone easily goes faulty.                                                                                       ,Part       ,Negative|
| Mic of that phone ! &……* @@@@ easily goes faulty.                                                                          ,Part       ,Negative|
| I have always loved Huawei phones since getting my first one back in Spring 2017.                                          ,Product    ,Positive|
| I will try to hold out with Huawei for as long as possible (even if it means to continuously buy pre-May 2019 phones).      ,Product    ,Neutral |
"| Phone price slashed to $300, what a deal!                                                                                   ",Product    ,Positive|
| The screen of my iPhone X cracked after a fall.                                                                             ,Part       ,Negative|
| The battery life of my Samsung Galaxy Note 10+ is impressive.                                                               ,Part       ,Positive|
| Just got my hands on the new Samsung Galaxy S21 Ultra! 📱🔥                                                       ,Product         ,Positive |
| This phone IS AWEEESOME FOR THE PRICE. I got the peacock blue p30 lite for £180.                                 ,Product         ,Positive |
| The phone has great battery life. I can play games and it will genuinely last for a long time.                 ,Part            ,Positive |
| The fingerprint scanner is instant! Like no lag when using it.                                                   ,Part            ,Positive |
"| The face rec is decent too, I prefer the fingerprint but I use both and they are both good.                    ",Part            ,Positive |
| The phone looks sexy as hell too. But it's a fingerprint magnet.                                                  ,Part            ,Positive |
| And oo charges really fast too.                                                                                ,Part            ,Positive |
| Bought a Huawei p30 pro and found the camera terrific.                                                          ,"Product, Part   ",Positive |
| My friend plans to fix his old Huawei p20 phone.                                                                ,Product         ,Neutral  |
| Mic of that phone easily goes faulty.                                                                          ,Part            ,Negative |
| Phone speed - amazing. Phone features - amazing. Phone design and colour - amazing. Memory on phone - amazing.,"Product, Part   ",Positive |
| Battery life and how quickly it charges - amazing. Fingerprint scanner - amazing.                               ,Part            ,Positive |
| I have always loved Huawei phones since getting my first one back in Spring 2017.                               ,Product         ,Positive |
| I will try to hold out with Huawei for as long as possible (even if it means to continuously buy pre-May 2019 phones).,Product      ,Neutral  |
"| Literally, what more can I say? I have had this phone for 6 months and it is still going strong. I am so happy with my purchase :)",Product,Positive |
| Mic of that phone  !  &……* @@@@ easily goes faulty.                                                            ,Part            ,Negative |
| Bought a Huawei p30 pro and found the camera terrific.                                                                                          ,"Product, Part  ",Positive |
| My friend plans to fix his old Huawei p20 phone.                                                                                                ,Product        ,Neutral  |
| Mic of that phone easily goes faulty.                                                                                                           ,Part           ,Negative |
| Just got my hands on the new Samsung Galaxy S21 Ultra! 📱🔥                                                                                     ,Product        ,Positive |
| This phone IS AWEEESOME FOR THE PRICE. I got the peacock blue p30 lite for £180.                                                                 ,"Product, Part  ",Positive |
| The speaker quality on my Samsung Note 10+ is surprisingly great! 🎵                                                                             ,Part           ,Positive |
| The battery life on my iPhone 11 Pro Max is disappointing. 🔋                                                                                   ,Part           ,Negative |
| My Google Pixel 4 XL's camera is simply amazing. 📸                                                                                             ,Part           ,Positive |
| The screen resolution of the OnePlus 8T is top-notch.                                                                                          ,Part           ,Positive |
| Iphone 12 Pro Max has an incredible display.                                                                                                   ,Part           ,Positive |
| The charging speed of my Samsung Galaxy S20 FE is impressive. 🔌                                                                               ,Part           ,Positive |
| My Xiaomi Mi 10T Lite's fingerprint scanner is very fast.                                                                                      ,Part           ,Positive |
| The sound quality of the OnePlus Nord N10 is lacking. 🎵                                                                                       ,Part           ,Negative |
| My Oppo Reno4 Pro's camera has a beautiful portrait mode. 📸                                                                                    ,Part           ,Positive |
| The battery performance of the Motorola Edge+ is subpar. 🔋                                                                                     ,Part           ,Negative |
| I hate the design of the Google Pixel 5.                                                                                                       ,Part           ,Negative |
| The Huawei Mate 40 Pro's build quality is exceptional.                                                                                        ,Part           ,Positive |
| I love the compact size of the iPhone SE (2020).                                                                                                ,Part           ,Positive |
| The camera features on the Sony Xperia 1 II are unmatched. 📸                                                                                   ,Part           ,Positive |
| My old LG V40 ThinQ still works flawlessly after all these years.                                                                              ,Product        ,Positive |
| Just got my hands on the new Samsung Galaxy S21 Ultra! 📱🔥                                                 ,Product        ,Positive|
| This phone IS AWEEESOME FOR THE PRICE. I got the peacock blue p30 lite for £180.                           ,Product        ,Positive|
| The phone has great battery life. I can play games and it will genuinely last for a long time.            ,Part           ,Positive|
| The fingerprint scanner is instant! Like no lag when using it.                                            ,Part           ,Positive|
"| The face rec is decent too, I prefer the fingerprint but I use both and they both good.                  ",Part           ,Positive|
"| The phone looks sexy as hell too. But its a fingerprint magnet, so buy a clear case in addition.          ",Part           ,Positive|
| And oo charges really fast too.                                                                         ,Part           ,Positive|
| Bought a Huawei p30 pro and found the camera terrific.                                                    ,"Product, Part  ",Positive|
| My friend plans to fix his old Huawei p20 phone.                                                          ,Product        ,Neutral |
| Mic of that phone easily goes faulty.                                                                    ,Part           ,Negative|
"| Love the design, but the SPEAKER is terrible...😂😂🙈🙈                                                                                   ",Part         ,Negative|
"| Phone speed - amazing. Phone features - amazing. Phone design and colour - amazing. Memory on phone - amazing. Battery life and how quickly it charges - amazing. Fingerprint scanner - amazing. In fact amazing is just an understatement. I have always loved Huawei phones since getting my first one back in Spring 2017. I will try to hold out with Huawei for as long as possible (even if it means to continuously buy pre-May 2019 phones). Literally, what more can I say? I have had this phone for 6 months and it is still going strong. I am so happy with my purchase :) ","Product, Part",Positive|
| Mic of that phone  !  &……* @@@@ easily goes faulty.                                                                                   ,Part         ,Negative|
| Just got my hands on the new Samsung Galaxy S21 Ultra! 📱🔥                                                                             ,Product      ,Positive|
"| This phone IS AWEEESOME FOR THE PRICE. I got the peacock blue p30 lite for £180. The phone has great battery life. I can play games and it will genuinely last for a long time (ofc will vary from people and types of games and apps they use). The fingerprint scanner is instant! Like no lag when using it. The face rec is decent too, I prefer the fingerprint but I use both and they are both good. The phone looks sexy as hell too. But it's a fingerprint magnet, so buy a clear case in addition since UK models don't get cases. And oo charges really fast too. ","Product, Part",Positive|
| The software updates for the Huawei mate 30 pro are really annoying.                                                                     ,Product      ,Negative|
| The charging port of the Huawei p40 lite got damaged after just a month of use.                                                          ,"Product, Part",Negative|
| I can't wait to get my hands on the new iPhone 12 Pro Max! 📱                                                                            ,Product      ,Positive|
| The camera quality of the OnePlus 8T is unbeatable.                                                                                     ,"Product, Part",Positive|
"| After updating my Samsung Galaxy Note 10, the battery life has significantly improved.                                                   ",Product      ,Positive|
| The screen display of the LG G8 ThinQ is very vibrant and sharp.                                                                        ,"Product, Part",Positive|
| The speaker volume of the Xiaomi Mi 10 is disappointingly low.                                                                          ,"Product, Part",Negative|
| My friend is selling his Google Pixel 4a because he doesn't like the camera quality.                                                     ,"Product, Part",Negative|
| I accidentally dropped my Motorola Edge+ and now the screen is cracked.                                                                  ,"Product, Part",Negative|
| The speakerphone feature of the Blackberry Key2 is very convenient for conference calls.                                                ,"Product, Part",Positive|
| The Oppo Find X2 Pro has the fastest charging speed I've ever seen on a phone.                                                           ,"Product, Part",Positive|
| The Vivo V20 Pro has a sleek and elegant design that catches everyone's eye.                                                             ,"Product, Part",Positive|
| The battery life of the Sony Xperia 5 II is quite disappointing.                                                                         ,"Product, Part",Negative|
| My old iPhone SE still works perfectly after all these years.                                                                            ,Product      ,Positive|
| The performance of the Nokia 9 PureView is lagging behind other flagship phones in the market.                                          ,Product      ,Negative|
| Just got my hands on the new Samsung Galaxy S21 Ultra! 📱🔥                            ,Product     ,Positive|
| This phone IS AWEEESOME FOR THE PRICE. I got the peacock blue p30 lite for £180.        ,Product     ,Positive|
| The phone has great battery life.                                                       ,Part        ,Positive|
| I can play games and it will genuinely last for a long time.                            ,Part        ,Positive|
| The fingerprint scanner is instant! Like no lag when using it.                          ,Part        ,Positive|
"| The face rec is decent too, I prefer the fingerprint but I use both and they both good.",Part        ,Positive|
| The phone looks sexy as hell too.                                                       ,Part        ,Positive|
"| But its a fingerprint magnet, so buy a clear case in addition since UK models dont get cases.",Part  ,Positive|
| And oo charges really fast too.                                                        ,Part        ,Positive|
| My friend plans to fix his old Huawei p20 phone.                                        ,Product     ,Neutral |
| Mic of that phone easily goes faulty.                                                   ,Part        ,Negative|
| The camera quality on my old iPhone 7 plus is top-notch!                                                          ,Part        ,Positive|
"| Just pre-ordered the new Google Pixel 6, can't wait to test out the features!                                    ",Product     ,Neutral |
| The battery life of my Samsung Galaxy Note 10+ has been disappointing lately.                                     ,Part        ,Negative|
| The screen resolution on my old LG G8 ThinQ was simply stunning.                                                 ,Part        ,Positive|
"| Received the latest software update on my Google Pixel 4 XL, seems to be running smoother now.                   ",Product     ,Neutral |
| 🤳Taking selfies on the front camera of my Samsung Galaxy S20 FE is a breeze!                                     ,Part        ,Positive|
| The storage capacity of my iPhone 11 Pro Max is just not enough for all my photos and videos.                     ,Part        ,Negative|
| Excited to try out the new features on the upcoming release of the iPhone 13.                                     ,Product     ,Neutral |
"| My old Motorola G7 Power has been acting up lately, the performance is definitely lacking.                        ",Part        ,Negative|
| Can't believe how fast the charging speed is on my new Xiaomi Mi 11 Ultra! ⚡                                    ,Part        ,Positive|
| The design of the Oppo Find X3 Pro is truly unique and eye-catching.                                             ,Part        ,Positive|
| 📸The camera quality on the Sony Xperia 1 III is unmatched by any other smartphone!                              ,Part        ,Positive|
"| Looking to upgrade to the latest iPhone SE, but not sure if it's worth the investment.                            ",Product     ,Neutral |
"| The speakers on my old BlackBerry Key2 are starting to crackle, time for a replacement.                           ",Part        ,Negative|
| 📞Just got the new Google Pixel 5a and the call quality is crystal clear!                                         ,Part        ,Positive|
